"gene_symbol","P1_deduped.bam","P2_deduped.bam","P3_deduped.bam","P4_deduped.bam","P5_deduped.bam","P6_deduped.bam","P7_deduped.bam","P8_deduped.bam","P9_deduped.bam","P10_deduped.bam","P11_deduped.bam","P12_deduped.bam","P13_deduped.bam","P14_deduped.bam","P15_deduped.bam","P16_deduped.bam","P17_deduped.bam","P19_deduped.bam","P20_deduped.bam","P21_deduped.bam","P22_deduped.bam","P23_deduped.bam","P24_deduped.bam","P25_deduped.bam","P26_deduped.bam","P27_deduped.bam","P28_deduped.bam","P29_deduped.bam","P30_deduped.bam","P31_deduped.bam","P32_deduped.bam","P33_deduped.bam"
"LOC102160213",1,4,0,1,2,0,1,0,36,10,14,1,13,1,7,2,12,0,10,1,3,3,4,3,5,2,3,0,0,12,0,1
"LOC102160224",0,0,0,0,0,0,0,0,11,8,26,0,0,6,0,0,25,0,4,1,0,1,2,8,6,0,7,0,0,0,0,0
"LOC102160226",0,0,0,0,36,0,10,4,0,0,0,0,0,0,2,58,0,1,0,1,0,0,0,0,0,17,0,10,0,0,0,0
"LOC102160243",11,34,51,37,22,91,16,16,3,0,0,1,25,0,51,41,0,37,17,71,46,0,0,0,0,1,0,5,21,0,16,19
"LOC102160252",2,4,82,30,3,15,2,4,0,0,0,0,4,0,54,9,0,16,11,22,51,0,0,0,0,0,0,0,4,0,3,11
"LOC102160303",0,13,5,1,6,6,3,5,0,0,0,0,12,0,3,6,0,2,6,10,7,0,0,0,0,1,0,1,0,0,3,3
"LOC102160306",1,1,6,3,1,4,3,1,40,19,52,0,8,16,0,5,72,0,8,5,3,4,11,27,25,1,10,1,1,16,6,2
"LOC102160313",5,5,27,43,7,18,2,2,0,0,5,4,2,1,102,2,4,3,4,15,122,0,0,0,2,1,1,0,0,0,3,47
"LOC102160336",15,54,65,30,92,51,43,25,0,0,0,26,81,1,108,164,1,27,47,62,49,0,0,0,0,27,0,26,7,0,31,21
"LOC102160340",8,36,7,5,58,72,37,15,8,2,0,2,44,2,9,104,47,8,89,251,7,0,0,3,0,30,10,7,8,0,78,3
"LOC102160349",0,2,0,0,0,0,0,0,33,4,36,0,1,7,0,0,41,0,0,0,0,0,9,3,8,0,1,0,1,2,0,0
"LOC102160367",0,0,1,4,0,1,0,0,17,4,26,2,0,5,0,0,32,0,13,3,0,2,1,13,9,0,13,0,0,5,2,0
"LOC102160368",0,2,1,0,2,0,2,3,119,52,165,0,1,38,0,6,259,0,0,4,1,12,29,100,62,1,58,1,0,34,0,0
"LOC102160376",0,7,5,2,4,4,3,5,18,4,7,0,9,3,1,4,16,3,8,3,0,0,1,4,3,1,3,0,0,8,4,1
"LOC102160380",0,0,3,34,0,0,1,0,0,0,0,0,0,1,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102160389",0,0,1,0,2,2,2,4,29,5,12,0,3,6,7,2,24,1,1,6,6,14,3,19,13,2,8,0,0,8,6,1
"LOC102160410",0,24,8,6,16,19,4,23,43,11,35,3,14,4,9,26,60,6,17,46,4,1,14,13,14,2,20,1,1,19,34,9
"LOC102160414",0,0,0,0,0,0,0,1,10,5,25,0,0,2,0,0,24,0,1,0,0,1,5,10,6,0,7,0,0,1,1,0
"LOC102160475",1,5,14,2,4,7,1,2,353,64,78,1,8,30,6,8,194,2,6,8,4,137,14,60,52,0,47,1,2,109,4,4
"LOC102160517",2,19,9,4,16,13,7,6,16,5,14,3,14,4,17,19,24,4,20,15,12,7,0,9,5,4,3,2,3,6,10,7
"LOC102160627",0,0,0,0,0,1,0,0,30,19,27,0,0,18,0,0,63,0,0,0,0,2,11,23,18,0,16,0,0,20,0,0
"LOC102160652",2,4,1,2,1,0,1,1,19,9,15,2,2,8,1,6,38,0,7,4,3,0,2,7,7,0,10,0,1,2,1,1
"LOC102160712",1,14,11,5,5,20,2,1,439,22,3,5,19,0,17,1,3,0,25,39,25,23,1,1,0,3,3,0,4,105,21,14
"LOC102160718",0,10,2,3,1,0,0,4,0,0,0,5,16,0,11,1,0,5,1,7,0,0,0,1,0,0,0,0,2,0,2,2
"LOC102160748",32,49,31,11,28,20,18,22,0,0,0,27,51,0,25,31,0,11,12,38,11,0,0,0,0,14,0,8,8,0,3,8
"LOC102160761",0,0,1,0,0,4,0,0,10,3,19,0,2,7,0,0,63,3,0,2,0,0,5,11,8,0,18,0,0,4,0,0
"LOC102160805",0,3,0,0,1,3,0,1,40,7,1,0,7,0,0,5,8,0,10,1,2,1,0,1,3,0,2,0,0,14,7,0
"LOC102160822",0,0,2,0,0,1,0,0,20,13,14,0,0,6,0,0,25,0,0,1,0,0,1,9,8,0,10,0,0,5,0,0
"LOC102160855",4,4,34,11,40,9,13,0,1,0,1,6,6,0,7,50,0,3,71,13,8,0,0,0,0,19,0,4,3,0,20,3
"LOC102160869",0,0,1,1,2,4,18,5,0,0,0,0,3,0,1,1,0,0,8,10,1,0,0,0,0,0,0,20,3,0,1,0
"LOC102160979",3,27,14,16,9,6,7,11,0,0,0,2,25,0,25,22,0,8,17,28,7,0,0,0,0,4,0,1,7,0,8,6
"LOC102160985",0,12,0,1,0,0,0,0,0,0,0,0,19,0,2,3,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0
"LOC102160997",2,2,2,3,2,13,2,12,457,50,81,1,9,35,6,5,412,3,13,8,2,59,17,32,50,1,134,1,2,111,7,2
"LOC102160998",0,3,0,1,3,2,0,4,9,3,5,0,8,2,0,13,31,1,1,6,0,0,2,3,7,1,12,0,3,4,0,0
"LOC102161036",0,1,1,2,6,1,1,0,8,8,8,0,3,1,2,10,32,1,3,4,0,0,2,1,2,4,5,0,1,4,1,1
"LOC102161056",5,40,19,9,8,16,3,9,2,1,17,0,25,2,25,8,24,6,5,16,38,2,0,2,2,2,5,2,3,2,2,19
"LOC102161066",7,11,7,7,8,8,7,2,3,19,6,3,8,8,15,30,15,1,19,45,7,0,4,16,7,4,6,1,1,1,14,4
"LOC102161092",0,17,12,8,19,10,4,9,1,1,0,1,18,0,17,25,2,4,26,21,8,0,0,0,0,5,0,1,4,0,12,5
"LOC102161115",1,39,7,4,4,13,5,13,13,19,13,2,56,7,20,4,44,7,7,13,10,1,7,9,8,2,8,3,11,4,2,5
"LOC102161120",40,132,113,68,100,70,47,18,0,0,0,87,64,0,104,133,0,35,111,100,64,0,0,0,0,29,0,13,14,0,39,46
"LOC102161121",0,1,1,0,0,0,1,0,3,7,5,0,1,4,1,1,11,1,0,0,0,1,12,2,2,0,3,1,0,0,2,0
"LOC102161210",1,8,0,1,2,6,0,0,62,13,26,0,10,5,3,10,49,4,31,13,4,3,3,5,9,0,11,0,3,22,5,0
"LOC102161260",0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,13,0,0,0,0,0,0,5,4,0,4,0,0,1,0,0
"LOC102161293",1,15,1,2,1,5,3,4,0,0,2,2,11,0,5,1,0,1,7,3,7,0,1,0,0,1,0,1,0,0,2,0
"LOC102161330",1,4,7,6,4,4,0,1,0,0,0,10,4,0,12,7,1,4,0,3,1,0,0,0,1,1,1,0,0,0,0,1
"LOC102161353",0,8,1,3,0,12,2,7,29,23,61,0,11,34,4,4,229,1,0,2,1,5,27,39,31,1,61,0,1,8,4,0
"LOC102161380",7,4,0,0,0,4,0,2,2,0,2,3,1,0,1,4,15,0,11,5,1,0,0,0,0,0,2,0,1,0,6,0
"LOC102161418",14,131,22,26,34,7,8,8,1,1,2,12,130,0,74,84,6,10,84,194,83,0,0,0,3,4,0,4,15,0,17,42
"LOC102161421",1,12,18,7,5,7,4,2,0,0,0,0,9,0,9,10,3,2,7,7,3,0,0,0,0,2,0,2,2,0,2,3
"LOC102161480",0,0,0,0,0,0,0,0,11,4,10,0,0,4,0,0,8,0,0,0,0,0,1,5,5,0,3,0,0,0,0,0
"LOC102161584",1,12,56,10,18,9,6,6,127,46,107,0,18,20,16,31,272,4,18,34,19,7,23,37,34,6,71,1,3,40,7,9
"LOC102161631",1,6,5,8,6,10,3,3,0,0,0,3,4,0,6,3,0,4,6,22,2,0,0,0,0,2,0,0,1,0,6,1
"LOC102161634",1,20,10,11,8,9,5,9,0,0,0,9,20,0,17,36,0,3,15,21,14,0,0,1,0,5,0,1,8,0,3,6
"LOC102161654",2,17,5,6,4,22,3,10,0,0,0,2,23,0,10,32,0,9,4,12,131,0,0,0,0,4,0,1,1,0,0,111
"LOC102161741",0,22,10,2,4,8,0,5,6,7,1,0,23,2,6,9,20,2,3,19,2,2,9,4,1,3,7,0,6,0,8,1
"LOC102161744",2,10,2,5,8,4,4,4,0,0,0,0,9,0,7,15,0,0,3,5,5,0,0,0,0,1,0,0,1,0,5,1
"LOC102161780",5,5,1,2,0,1,0,0,0,0,0,4,1,0,2,1,0,1,1,2,172,0,0,0,0,0,0,0,0,0,0,120
"LOC102161782",1,191,1202,823,83,127,21,7,0,0,0,13,234,0,983,39,0,49,25,171,320,1,0,0,0,5,0,4,46,0,32,185
"LOC102161784",1,5,29,36,2,43,6,4,37,15,22,1,14,3,39,15,31,0,10,16,18,0,3,5,4,1,3,2,1,5,10,12
"LOC102161838",0,0,0,0,0,0,0,0,18,10,27,0,0,6,0,0,53,0,0,0,0,6,3,7,7,0,2,0,0,5,0,0
"LOC102161858",0,4,1,0,1,0,2,3,50,4,5,0,6,4,2,2,5,0,1,3,0,2,2,6,1,0,1,1,1,18,1,0
"LOC102161888",7,65,50,15,36,41,16,22,1,0,0,8,58,0,42,64,0,28,72,62,32,0,1,0,0,18,0,5,21,0,17,11
"LOC102161901",3,13,3,3,5,11,2,1,48,17,35,0,16,21,8,8,61,0,7,36,0,4,7,11,21,0,8,1,3,8,19,1
"LOC102161909",4,27,9,7,8,12,1,3,90,5,14,2,18,3,9,7,10,2,20,12,6,1,1,1,1,4,3,0,3,16,5,5
"LOC102161912",0,0,0,0,0,0,0,0,95,64,124,0,0,41,0,0,197,0,0,0,0,7,29,73,54,0,51,0,0,38,0,0
"LOC102161916",0,0,0,0,0,0,0,0,20,6,0,0,0,3,0,0,20,0,4,1,0,1,1,2,8,0,3,0,0,2,2,0
"LOC102161921",0,0,5,2,0,7,0,0,10,6,7,0,0,2,0,1,51,0,2,2,2,5,8,3,4,0,17,0,0,2,7,1
"LOC102161969",1,13,7,9,6,11,2,3,0,0,0,1,21,0,6,12,0,1,4,6,7,0,0,0,0,2,0,1,6,0,4,2
"LOC102161970",9,30,18,13,31,41,27,20,0,0,0,5,43,0,17,92,0,10,24,57,13,0,0,0,0,16,0,4,10,0,25,14
"LOC102161978",0,0,1,0,7,1,0,0,0,0,1,0,0,0,3,8,0,0,10,25,13,0,0,0,0,0,0,0,0,0,0,3
"LOC102161997",0,3,0,0,0,0,0,0,4,11,4,0,0,0,0,0,18,0,0,0,0,2,9,5,3,0,4,0,1,2,0,0
"LOC102162000",4,6,10,7,6,6,6,3,0,0,0,3,4,0,7,17,0,4,8,14,8,0,0,0,0,0,0,1,1,0,1,2
"LOC102162007",0,15,7,3,44,5,13,4,27,51,16,0,6,6,5,133,91,1,218,58,3,0,23,20,26,19,22,1,3,4,91,1
"LOC102162054",1,15,27,18,28,47,4,18,0,1,0,0,31,0,16,49,0,16,13,70,9,0,0,0,0,10,0,1,5,1,21,1
"LOC102162056",0,4,2,0,3,1,1,0,10,5,14,0,2,1,0,4,36,0,3,4,5,0,3,2,8,1,6,0,2,3,0,1
"LOC102162058",1,37,36,24,25,81,10,13,1,0,3,4,29,0,35,30,1,19,47,62,35,0,0,0,0,7,0,3,12,0,16,29
"LOC102162071",0,0,0,0,0,0,0,0,12,9,16,0,0,4,0,0,9,0,0,0,0,8,5,12,1,0,2,0,0,9,0,0
"LOC102162074",0,0,0,0,0,0,0,0,13,9,14,0,0,13,1,0,23,0,0,1,0,1,1,3,6,0,6,0,0,4,0,0
"LOC102162079",0,3,3,0,3,13,4,5,0,0,0,1,8,0,0,4,0,3,0,11,0,0,0,0,0,2,0,0,0,0,3,2
"LOC102162152",4,6,11,7,2,12,0,2,3,3,2,0,7,2,9,9,10,1,10,10,8,1,0,1,2,1,1,0,0,2,3,1
"LOC102162178",12,66,50,28,44,27,43,9,0,0,0,23,34,0,53,60,0,20,28,32,26,0,0,0,0,15,0,3,6,0,22,16
"LOC102162202",9,259,424,274,172,130,58,83,0,0,2,18,235,2,372,217,5,69,55,199,157,1,0,1,0,47,0,15,75,0,59,104
"LOC102162205",9,0,0,0,2,0,375,71,0,0,0,204,0,0,0,6,0,5,0,0,2,3,0,0,0,0,0,193,2,0,0,2
"LOC102162209",1,0,0,1,0,0,1,7,39,15,20,0,2,10,1,2,85,1,0,2,2,2,11,15,12,0,16,0,0,8,1,2
"LOC102162214",6,23,11,5,36,13,24,33,21,15,46,5,53,57,10,41,81,15,36,33,7,0,2,33,39,7,20,16,11,7,26,5
"LOC102162226",0,6,7,3,9,5,0,5,2,0,0,0,9,0,5,9,2,0,1,14,10,0,0,0,0,5,2,0,2,0,14,5
"LOC102162264",7,9,49,12,16,35,5,18,4,0,56,0,14,29,27,32,53,12,3,15,40,0,0,6,15,18,0,0,7,0,35,12
"LOC102162280",0,0,0,0,0,0,0,0,17,4,11,0,0,2,0,0,9,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0
"LOC102162288",0,4,7,2,5,4,2,1,8,6,7,1,2,1,9,5,19,2,13,12,3,0,0,7,4,2,3,1,1,3,2,1
"LOC102162292",0,1,1,0,10,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0
"LOC102162336",0,2,1,1,3,8,1,1,0,0,0,0,0,0,0,2,0,0,15,45,0,0,0,0,0,0,0,0,0,0,6,0
"LOC102162338",1,10,5,1,1,2,2,1,0,0,0,2,15,0,2,7,0,1,11,7,5,0,0,0,0,4,0,0,3,0,10,11
"LOC102162389",1,13,3,1,7,13,2,8,0,0,4,2,12,4,12,11,6,1,14,13,4,1,2,3,1,3,4,0,2,3,4,2
"LOC102162420",1,0,0,10,3,11,0,0,0,0,0,1,0,0,7,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4
"LOC102162468",13,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102162486",119,420,447,261,418,522,342,245,10,1,4,115,432,1,522,701,9,142,615,773,354,0,1,0,4,124,1,131,97,2,281,207
"LOC102162488",2,0,0,0,0,0,0,0,5,2,34,0,1,0,0,1,11,0,2,2,1,0,0,0,0,0,4,0,1,2,3,0
"LOC102162566",0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,19,0,0,1,0,1,3,2,2,0,8,0,0,0,0,0
"LOC102162605",9,68,32,19,60,53,28,30,143,25,38,11,87,10,56,165,71,22,53,111,38,2,1,16,21,24,15,14,12,56,39,23
"LOC102162693",0,0,0,0,0,0,0,0,13,3,4,0,0,1,0,0,11,0,0,0,1,2,0,3,6,0,1,0,0,4,0,0
"LOC102162715",0,8,11,6,13,9,3,5,1,0,0,1,16,0,10,12,0,2,8,12,4,0,0,1,0,8,0,2,3,0,5,4
"LOC102162727",0,3,2,2,3,7,3,2,7,4,13,0,4,1,0,10,15,0,0,3,2,0,0,3,4,1,1,1,0,8,0,0
"LOC102162733",2,13,15,3,7,3,1,0,0,0,0,2,7,0,2,12,0,3,6,9,2,0,0,0,0,0,0,3,1,0,0,0
"LOC102162747",0,22,3,4,3,8,1,5,0,0,0,2,29,0,5,14,0,3,4,14,3,0,0,0,0,1,0,0,5,0,3,0
"LOC102162776",2,5,3,4,15,1,15,5,0,0,0,4,5,0,5,24,0,0,4,7,2,0,0,0,0,13,0,11,1,0,6,3
"LOC102162791",0,13,7,3,30,22,6,6,13,6,17,0,14,0,10,126,28,5,16,17,9,1,10,5,9,30,14,2,3,8,11,7
"LOC102162815",1,8,13,3,6,20,8,10,5,0,1,1,23,0,10,28,1,3,48,37,8,0,0,0,1,8,0,5,6,1,21,6
"LOC102162833",0,0,0,0,0,0,0,0,20,6,13,0,0,1,0,0,37,0,0,0,0,2,6,5,15,0,13,0,0,4,0,0
"LOC102162847",0,2,0,0,0,0,0,0,1,22,0,0,1,0,0,0,19,1,0,0,0,1,0,0,2,0,4,0,1,0,0,0
"LOC102162853",0,0,1,2,0,0,0,0,3,1,13,0,0,1,1,0,20,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"LOC102162880",13,33,37,16,26,21,13,16,0,0,0,15,33,0,41,46,0,18,30,55,17,0,0,0,0,8,0,6,11,0,12,11
"LOC102162982",0,0,0,0,0,0,0,0,16,0,10,0,0,1,0,0,12,0,0,0,0,2,0,2,2,0,3,0,0,4,0,0
"LOC102163011",0,39,22,1,34,8,3,22,1,5,0,0,32,0,21,53,20,0,7,50,4,0,0,0,0,13,7,0,62,0,17,3
"LOC102163032",0,0,0,0,25,2,0,0,6,0,1,0,0,0,0,41,13,0,0,0,0,0,0,0,1,11,6,0,0,2,0,0
"LOC102163097",0,0,0,0,0,0,0,0,10,2,13,0,0,2,0,0,15,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0
"LOC102163153",0,14,0,2,1,2,1,5,16,3,5,0,10,3,2,2,14,3,8,11,1,0,0,7,2,1,2,0,1,1,2,1
"LOC102163155",0,1,0,0,0,0,0,0,5,5,11,0,0,6,0,0,14,0,1,1,0,0,0,11,9,0,1,0,0,4,0,0
"LOC102163181",2,50,8,3,3,7,2,4,0,0,0,2,26,0,4,9,0,13,16,22,3,0,0,0,0,0,0,1,9,0,10,0
"LOC102163267",0,4,6,3,6,2,3,2,82,21,37,1,10,16,1,9,60,2,1,2,7,5,5,16,7,3,8,0,0,17,1,1
"LOC102163278",7,30,28,14,5,16,3,12,20,17,30,1,49,4,24,16,24,7,8,16,14,1,1,8,16,4,11,0,8,6,9,6
"LOC102163364",0,1,14,5,12,3,5,3,1,2,0,0,3,0,4,4,1,2,3,4,1,1,0,0,2,2,1,4,0,0,4,1
"LOC102163367",0,0,0,0,0,0,0,0,10,8,18,0,0,14,0,0,133,0,0,0,0,5,1,19,12,0,6,0,0,1,0,0
"LOC102163402",1,45,12,2,14,7,5,11,8,0,0,0,53,0,10,31,0,20,13,29,15,0,0,0,0,5,0,4,9,1,7,7
"LOC102163428",2,5,0,1,0,0,0,0,0,1,1,8,1,1,10,0,1,0,50,22,0,0,0,0,0,0,0,1,1,0,4,0
"LOC102163473",1,8,0,0,0,0,0,1,7,3,4,0,10,13,0,0,3,2,1,7,0,10,10,17,3,0,7,0,1,17,2,0
"LOC102163484",0,0,0,0,0,0,0,0,29,8,10,0,0,2,1,0,15,0,0,0,0,1,1,1,4,0,0,0,0,4,0,0
"LOC102163508",6,19,1,3,7,3,6,5,34,7,3,13,31,0,5,11,8,1,10,8,1,7,8,0,0,4,1,5,5,6,5,1
"LOC102163534",0,0,0,0,0,0,0,0,117,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"LOC102163571",5,32,47,26,43,104,13,38,36,19,16,3,49,14,24,27,83,5,10,26,21,0,2,14,9,18,8,3,17,6,12,36
"LOC102163603",1,23,7,8,37,9,8,12,0,0,0,4,19,0,8,28,0,5,17,18,8,0,0,0,0,14,0,1,9,0,13,4
"LOC102163645",11,0,0,1,0,0,0,0,1,0,0,1,1,0,6,0,0,0,39,3,3,0,0,0,0,0,0,0,0,0,2,0
"LOC102163646",0,0,0,1,1,0,0,0,0,27,0,0,0,8,1,0,1,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0
"LOC102163661",0,0,0,0,2,0,0,0,37,4,16,0,0,7,0,0,35,0,0,2,0,3,5,11,11,0,9,0,0,9,1,0
"LOC102163670",0,10,7,4,4,6,8,17,1,0,0,1,17,0,2,5,0,8,3,15,0,0,0,0,0,3,0,0,5,0,8,2
"LOC102163680",0,0,0,0,0,0,1,0,27,4,24,0,0,5,1,3,33,0,0,0,1,4,5,8,9,1,11,0,0,11,4,0
"LOC102163687",0,11,6,4,13,5,3,2,0,0,0,0,3,0,4,19,0,2,6,3,5,0,0,0,0,2,0,0,0,0,4,2
"LOC102163719",0,5,4,4,1,11,2,0,6,4,10,1,1,3,2,3,15,0,9,11,7,0,0,4,3,0,4,0,1,2,4,1
"LOC102163721",1,4,4,4,10,5,1,4,0,0,0,1,5,0,3,12,0,6,7,7,4,0,0,0,0,1,0,0,2,0,2,4
"LOC102163731",0,0,1,0,0,0,1,1,22,11,15,0,1,7,2,0,28,0,1,1,4,2,5,8,9,0,9,0,0,4,0,2
"LOC102163738",0,3,7,1,5,2,6,2,0,0,0,0,0,0,1,12,0,1,5,24,3,0,0,0,0,0,0,2,0,0,46,0
"LOC102163742",1,1,1,1,3,2,2,0,26,10,18,1,2,6,4,3,51,1,4,12,1,2,2,7,13,0,9,0,0,3,4,0
"LOC102163798",3,0,0,1,1,0,0,0,6,0,3,0,0,2,0,3,92,1,0,0,1,0,1,2,6,3,21,0,0,2,0,1
"LOC102163801",0,3,14,3,4,12,9,4,3,3,11,0,5,2,9,9,17,1,1,7,2,2,2,7,3,2,2,0,0,9,3,0
"LOC102163816",2,4,6,1,10,5,7,3,40064,16109,20469,1,2,6137,7,15,25228,2,4,8,1,3105,8264,13037,12553,0,7160,5,0,12322,16,5
"LOC102163894",0,0,0,1,24,0,23,0,1,0,12,0,0,0,1,31,6,0,0,0,0,0,0,1,1,24,3,2,0,0,0,0
"LOC102163924",6,12,14,3,20,7,20,4,0,0,0,6,11,0,10,17,0,3,7,7,6,0,0,0,0,3,0,2,0,0,3,6
"LOC102164066",0,0,0,0,1,2,0,0,118,24,110,2,0,15,0,0,102,0,0,0,0,19,29,14,19,0,25,0,0,45,0,0
"LOC102164107",0,0,0,0,0,0,0,0,110,10,10,0,0,3,0,0,23,0,0,0,0,3,1,8,3,0,6,0,0,24,0,0
"LOC102164131",5,43,37,13,31,28,6,8,4,0,2,10,35,0,30,32,2,5,20,17,7,0,0,0,0,11,0,6,7,0,11,2
"LOC102164161",0,2,7,5,4,4,1,5,18,11,19,1,8,6,19,5,47,1,16,19,8,1,3,9,16,0,10,0,1,4,6,5
"LOC102164200",1,3,1,2,19,1,4,3,9,2,2,0,12,1,1,38,4,1,6,3,4,3,1,1,7,4,5,0,1,1,2,3
"LOC102164208",3,0,2,2,117,0,11,1,0,0,0,4,0,0,4,188,0,0,32,3,0,0,0,0,0,30,0,2,1,0,16,0
"LOC102164222",0,6,1,1,1,3,24,6,2,2,1,0,2,0,2,1,11,0,2,5,0,0,1,2,3,0,3,26,0,0,2,0
"LOC102164231",0,1,1,0,0,0,0,1,28,29,168,0,1,25,0,0,163,0,3,1,1,4,8,31,21,0,34,0,1,11,4,1
"LOC102164252",25,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102164320",2,13,1,1,7,10,1,1,9,4,9,3,9,1,6,19,8,0,115,26,1,2,5,4,10,5,0,0,3,2,15,2
"LOC102164415",0,12,3,4,11,3,3,2,0,0,0,0,9,0,7,7,1,3,4,8,3,0,0,0,0,3,0,1,0,0,2,5
"LOC102164422",1,14,6,6,8,12,14,7,1,0,0,1,11,0,5,21,0,3,86,27,5,0,0,0,0,4,0,7,2,0,6,1
"LOC102164427",0,5,7,3,2,9,0,2,13,0,0,1,9,0,7,8,0,0,9,14,1,1,0,0,0,3,0,0,0,1,15,0
"LOC102164445",1,4,6,0,1,12,2,9,8,9,161,0,12,14,2,4,122,26,1,7,1,2,2,19,37,2,24,2,8,1,3,0
"LOC102164472",1,11,1,0,5,0,0,3,4,0,1,1,9,0,10,9,0,1,2,6,0,0,0,0,0,1,0,0,1,0,1,0
"LOC102164518",0,0,0,0,28,0,4,0,1,0,0,0,0,0,2,19,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"LOC102164547",2,24,13,2,26,17,10,4,1,0,0,2,23,0,20,29,0,5,20,26,18,0,0,0,0,14,0,1,3,0,9,13
"LOC102164581",4,30,13,13,27,18,25,17,104,39,25,3,40,10,27,77,44,12,59,42,13,4,15,20,32,13,9,8,11,26,35,9
"LOC102164585",3,0,0,0,0,0,0,0,23,2,0,3,0,0,4,0,0,0,349,62,0,0,0,0,0,0,0,0,1,8,12,0
"LOC102164588",0,1,1,0,5,0,4,0,13,4,9,0,3,6,0,4,16,4,0,1,2,1,5,5,2,2,2,2,0,2,1,0
"LOC102164595",2,9,4,2,7,6,0,4,4,0,3,3,13,0,7,17,5,1,10,13,3,1,1,0,0,4,0,0,2,0,10,1
"LOC102164596",0,4,1,0,1,0,2,0,5,12,22,0,2,183,0,0,25,0,0,2,0,3,0,95,23,0,4,0,0,0,0,0
"LOC102164598",1,25,4,0,4,5,3,2,1,0,0,1,23,1,1,2,0,3,6,10,3,0,0,0,0,1,0,3,3,0,1,3
"LOC102164606",1,26,81,43,22,24,10,17,0,0,1,1,37,1,41,19,7,14,11,34,19,0,1,0,0,8,0,3,14,0,14,13
"LOC102164640",5,34,51,34,61,41,55,19,416,61,61,1,47,16,40,108,133,17,17,57,18,11,22,31,32,18,28,16,10,129,16,14
"LOC102164650",8,138,94,52,96,64,65,47,1,0,3,15,192,2,75,182,2,24,153,130,68,0,1,1,1,33,1,25,38,1,65,37
"LOC102164667",0,1,1,11,569,1,0,0,0,0,0,0,1,0,9,657,0,0,1,1,2,0,0,0,0,119,0,0,0,0,2,3
"LOC102164703",1,4,7,0,5,4,6,4,12,13,13,0,7,12,2,16,64,0,10,13,4,3,17,17,11,1,21,0,0,13,1,1
"LOC102164731",2,42,21,11,59,29,16,14,1,0,0,0,52,0,28,116,1,5,63,57,13,0,0,0,0,24,0,11,12,0,29,9
"LOC102164761",0,4,10,4,2,10,6,2,3,1,0,1,3,0,10,1,2,4,7,14,3,0,1,1,1,0,0,1,2,0,5,1
"LOC102164776",0,33,2,2,57,20,6,10,0,0,0,3,23,0,3,93,1,5,3,30,1,0,0,0,0,18,0,1,2,0,0,0
"LOC102164789",0,1,0,1,0,6,0,0,23,5,21,0,0,3,1,1,23,0,1,1,2,2,0,7,5,0,7,0,0,10,1,0
"LOC102164805",8,5,22,14,8,15,5,4,68,3,11,5,7,12,15,11,13,2,5,15,11,1,1,16,12,5,6,2,4,9,5,2
"LOC102164818",3,31,5,9,7,10,5,11,5,1,0,0,35,0,7,26,1,8,12,21,5,0,0,0,0,6,0,2,3,1,10,2
"LOC102164887",1,51,20,7,15,50,10,52,0,0,0,0,79,0,31,56,0,24,58,95,17,0,0,0,0,7,0,2,23,0,52,5
"LOC102164889",1,16,9,4,12,9,7,5,5,1,4,4,5,1,4,13,12,0,6,6,1,1,1,0,1,5,1,0,1,0,2,2
"LOC102164901",0,0,0,0,0,0,0,0,10,5,4,0,0,7,0,0,6,0,0,0,0,0,0,10,3,0,1,0,0,3,1,0
"LOC102164954",0,73,1,4,8,14,3,4,0,0,0,1,54,0,7,11,0,21,2,11,1,0,0,0,0,5,0,2,16,0,5,0
"LOC102164965",55,2,1,0,4,10,17,2,0,0,0,128,2,1,3,8,6,1,1,4,0,0,0,1,0,0,1,4,0,0,2,0
"LOC102164998",0,34,1,0,0,0,4,22,1,1,0,0,16,0,1,0,0,5,29,9,0,0,0,0,0,0,0,1,8,0,19,0
"LOC102165008",5,3,0,11,2,12,2,3,1,0,0,4,5,0,8,1,0,0,52,9,1,2,0,2,4,0,0,0,3,1,42,1
"LOC102165015",23,348,55,22,35,480,299,172,1,0,0,82,534,0,56,25,1,44,84,792,0,0,1,2,0,4,0,96,135,0,21,2
"LOC102165023",1,3,1,1,6,4,6,1,30,15,17,2,3,11,5,7,32,5,2,4,4,1,1,14,14,2,4,1,0,12,3,0
